scenario,region,variables,unit,2019,2050
Sobriety - M23,FR,Production|Electricity|Renewable|Wind turbines|Offshore,TWh/year,156.6394373,156.6394373
Sobriety - M23,FR,Production|Electricity|Renewable|Wind turbines|Onshore,TWh/year,116.536798,116.536798
Sobriety - M23,FR,Production|Electricity|Storage|Hydro|Pumped storage,TWh/year,14.6,14.6
Sobriety - M23,FR,Production|Electricity|Storage|Hydrogen,TWh/year,5,5
Sobriety - M23,FR,Production|Gaseous fuel|Biomethane,%,100,100
Sobriety - M23,FR,Production|Gaseous fuel|CNG,%,0,0
Sobriety - M23,FR,Production|Gaseous fuel|LNG,%,0,0
Sobriety - M23,FR,Production|Gaseous fuel|Low to high,%,1,1
Sobriety - M23,FR,Production|Liquid fuel|Diesel|Biodiesel,%,100,100
Sobriety - M23,FR,Production|Liquid fuel|Diesel|Diesel,%,0,0
Sobriety - M23,FR,Production|Liquid fuel|Petrol|Bioethanol,%,100,100
Sobriety - M23,FR,Production|Liquid fuel|Petrol|Petrol,%,0,0
Sobriety - N03,FR,Distribution losses|Gaseous fuel|Low to high,PJ/year,0.9975,0.9975
Sobriety - N03,FR,Efficiency|Electricity|Hydrogen|Fuel cell,%,50,64
Sobriety - N03,FR,Production|Electricity|Low to medium,TWh/year,1,1
Sobriety - N03,FR,Production|Electricity|Medium to high,TWh/year,1,1
Sobriety - N03,FR,Production|Electricity|Import,TWh/year,23.55480363,23.55480363
Sobriety - N03,FR,Consumption|Electricity|Export,TWh/year,38.35480363,38.35480363
Sobriety - N03,FR,Production|Electricity|Total without production from flexibility,TWh/year,582.4,582.4
Sobriety - N03,FR,Production|Electricity|Conventional|Coal,TWh/year,0,0
Sobriety - N03,FR,Production|Electricity|Conventional|Fuel oil,TWh/year,0,0
Sobriety - N03,FR,Production|Electricity|Conventional|Natural gas,TWh/year,0,0
Sobriety - N03,FR,Production|Electricity|Conventional|Waste,TWh/year,1.681458368,1.681458368
Sobriety - N03,FR,Production|Electricity|Hydro|Reservoir,TWh/year,9.386274267,9.386274267
Sobriety - N03,FR,Production|Electricity|Run-of-river hydro,TWh/year,49.2779399,49.2779399
Sobriety - N03,FR,Production|Electricity|Nuclear|Evolutionary Power Reactor,TWh/year,153.2929545,153.2929545
Sobriety - N03,FR,Production|Electricity|Nuclear|Pressure water reactor,TWh/year,139.934702,139.934702
Sobriety - N03,FR,Production|Electricity|Nuclear|Small Modular Reactor,TWh/year,25.78236164,25.78236164
Sobriety - N03,FR,Production|Electricity|Renewable|Biomass,TWh/year,9.15460667,9.15460667
Sobriety - N03,FR,Production|Electricity|Renewable|Photovoltaic,TWh/year,50.07009362,50.07009362
Sobriety - N03,FR,Production|Electricity|Renewable|Sea,TWh/year,0,0
Sobriety - N03,FR,Production|Electricity|Renewable|Wind turbines|Offshore,TWh/year,35.9645262,35.9645262
Sobriety - N03,FR,Production|Electricity|Renewable|Wind turbines|Onshore,TWh/year,69.50027921,69.50027921
Sobriety - N03,FR,Production|Electricity|Storage|Hydro|Pumped storage,TWh/year,10.5,10.5
Sobriety - N03,FR,Production|Electricity|Storage|Hydrogen,TWh/year,0,0
Sobriety - N03,FR,Production|Gaseous fuel|Biomethane,%,100,100
Sobriety - N03,FR,Production|Gaseous fuel|CNG,%,0,0
Sobriety - N03,FR,Production|Gaseous fuel|LNG,%,0,0
Sobriety - N03,FR,Production|Gaseous fuel|Low to high,%,1,1
Sobriety - N03,FR,Production|Liquid fuel|Diesel|Biodiesel,%,100,100
Sobriety - N03,FR,Production|Liquid fuel|Diesel|Diesel,%,0,0
Sobriety - N03,FR,Production|Liquid fuel|Petrol|Bioethanol,%,100,100
Sobriety - N03,FR,Production|Liquid fuel|Petrol|Petrol,%,0,0
Sobriety - N1,FR,Distribution losses|Gaseous fuel|Low to high,PJ/year,0.9975,0.9975
Sobriety - N1,FR,Efficiency|Electricity|Hydrogen|Fuel cell,%,50,64
Sobriety - N1,FR,Production|Electricity|Low to medium,TWh/year,1,1
Sobriety - N1,FR,Production|Electricity|Medium to high,TWh/year,1,1
Sobriety - N1,FR,Production|Electricity|Import,TWh/year,31.97050243,31.97050243
Sobriety - N1,FR,Consumption|Electricity|Export,TWh/year,49.87050243,49.87050243
Sobriety - N1,FR,Production|Electricity|Total without production from flexibility,TWh/year,583.9,583.9
Sobriety - N1,FR,Production|Electricity|Conventional|Coal,TWh/year,0,0
Sobriety - N1,FR,Production|Electricity|Conventional|Fuel oil,TWh/year,0,0
Sobriety - N1,FR,Production|Electricity|Conventional|Natural gas,TWh/year,0.365836272,0.365836272
Sobriety - N1,FR,Production|Electricity|Conventional|Waste,TWh/year,1.646263223,1.646263223
Sobriety - N1,FR,Production|Electricity|Hydro|Reservoir,TWh/year,9.189807144,9.189807144
Sobriety - N1,FR,Production|Electricity|Run-of-river hydro,TWh/year,48.24648751,48.24648751
Sobriety - N1,FR,Production|Electricity|Nuclear|Evolutionary Power Reactor,TWh/year,83.04483367,83.04483367
Sobriety - N1,FR,Production|Electricity|Nuclear|Pressure water reactor,TWh/year,85.14839223,85.14839223
Sobriety - N1,FR,Production|Electricity|Nuclear|Small Modular Reactor,TWh/year,0,0
Sobriety - N1,FR,Production|Electricity|Renewable|Biomass,TWh/year,8.962988656,8.962988656
Sobriety - N1,FR,Production|Electricity|Renewable|Photovoltaic,TWh/year,98.04412081,98.04412081
Sobriety - N1,FR,Production|Electricity|Renewable|Sea,TWh/year,0,0
Sobriety - N1,FR,Production|Electricity|Renewable|Wind turbines|Offshore,TWh/year,107.6473229,107.6473229
Sobriety - N1,FR,Production|Electricity|Renewable|Wind turbines|Onshore,TWh/year,91.73344512,91.73344512
Sobriety - N1,FR,Production|Electricity|Storage|Hydro|Pumped storage,TWh/year,14.2,14.2
Sobriety - N1,FR,Production|Electricity|Storage|Hydrogen,TWh/year,0,0
Sobriety - N1,FR,Production|Gaseous fuel|Biomethane,%,100,100
Sobriety - N1,FR,Production|Gaseous fuel|CNG,%,0,0
Sobriety - N1,FR,Production|Gaseous fuel|LNG,%,0,0
Sobriety - N1,FR,Production|Gaseous fuel|Low to high,%,1,1
Sobriety - N1,FR,Production|Liquid fuel|Diesel|Biodiesel,%,100,100
Sobriety - N1,FR,Production|Liquid fuel|Diesel|Diesel,%,0,0
Sobriety - N1,FR,Production|Liquid fuel|Petrol|Bioethanol,%,100,100
Sobriety - N1,FR,Production|Liquid fuel|Petrol|Petrol,%,0,0
Sobriety - N2,FR,Distribution losses|Gaseous fuel|Low to high,PJ/year,0.9975,0.9975
Sobriety - N2,FR,Efficiency|Electricity|Hydrogen|Fuel cell,%,50,64
Sobriety - N2,FR,Production|Electricity|Low to medium,TWh/year,1,1
Sobriety - N2,FR,Production|Electricity|Medium to high,TWh/year,1,1
Sobriety - N2,FR,Production|Electricity|Import,TWh/year,24.31518072,24.31518072
Sobriety - N2,FR,Consumption|Electricity|Export,TWh/year,42.31518072,42.31518072
Sobriety - N2,FR,Production|Electricity|Total without production from flexibility,TWh/year,583.8,583.8
Sobriety - N2,FR,Production|Electricity|Conventional|Coal,TWh/year,0,0
Sobriety - N2,FR,Production|Electricity|Conventional|Fuel oil,TWh/year,0,0
Sobriety - N2,FR,Production|Electricity|Conventional|Natural gas,TWh/year,0,0
Sobriety - N2,FR,Production|Electricity|Conventional|Waste,TWh/year,1.669531817,1.669531817
Sobriety - N2,FR,Production|Electricity|Hydro|Reservoir,TWh/year,9.304857326,9.304857326
Sobriety - N2,FR,Production|Electricity|Run-of-river hydro,TWh/year,48.85050096,48.85050096
Sobriety - N2,FR,Production|Electricity|Nuclear|Evolutionary Power Reactor,TWh/year,149.9796082,149.9796082
Sobriety - N2,FR,Production|Electricity|Nuclear|Pressure water reactor,TWh/year,87.00115801,87.00115801
Sobriety - N2,FR,Production|Electricity|Nuclear|Small Modular Reactor,TWh/year,0,0
Sobriety - N2,FR,Production|Electricity|Renewable|Biomass,TWh/year,9.089673225,9.089673225
Sobriety - N2,FR,Production|Electricity|Renewable|Photovoltaic,TWh/year,74.01591055,74.01591055
Sobriety - N2,FR,Production|Electricity|Renewable|Sea,TWh/year,0,0
Sobriety - N2,FR,Production|Electricity|Renewable|Wind turbines|Offshore,TWh/year,77.91148479,77.91148479
Sobriety - N2,FR,Production|Electricity|Renewable|Wind turbines|Onshore,TWh/year,83.66209438,83.66209438
Sobriety - N2,FR,Production|Electricity|Storage|Hydro|Pumped storage,TWh/year,12.5,12.5
Sobriety - N2,FR,Production|Electricity|Storage|Hydrogen,TWh/year,0,0
Sobriety - N2,FR,Production|Gaseous fuel|Biomethane,%,100,100
Sobriety - N2,FR,Production|Gaseous fuel|CNG,%,0,0
Sobriety - N2,FR,Production|Gaseous fuel|LNG,%,0,0
Sobriety - N2,FR,Production|Gaseous fuel|Low to high,%,1,1
Sobriety - N2,FR,Production|Liquid fuel|Diesel|Biodiesel,%,100,100
Sobriety - N2,FR,Production|Liquid fuel|Diesel|Diesel,%,0,0
Sobriety - N2,FR,Production|Liquid fuel|Petrol|Bioethanol,%,100,100
Sobriety - N2,FR,Production|Liquid fuel|Petrol|Petrol,%,0,0
Extensive reindustrialization - M0,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Extensive reindustrialization - M1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Extensive reindustrialization - M23,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Extensive reindustrialization - N03,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Extensive reindustrialization - N1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Extensive reindustrialization - N2,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Reference - M0,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Reference - M1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Reference - M23,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Reference - N1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Reference - N2,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Reference - N03,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Sobriety - M0,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Sobriety - M1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Sobriety - M23,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Sobriety - N03,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Sobriety - N1,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Sobriety - N2,FR,Efficiency|Storage|Vehicle to grid|Charge,%,87.5,95
Extensive reindustrialization - M0,FR,Efficiency|Storage|Battery|Charge,%,85,90
Extensive reindustrialization - M1,FR,Efficiency|Storage|Battery|Charge,%,85,90
Extensive reindustrialization - M23,FR,Efficiency|Storage|Battery|Charge,%,85,90
Extensive reindustrialization - N03,FR,Efficiency|Storage|Battery|Charge,%,85,90
Extensive reindustrialization - N1,FR,Efficiency|Storage|Battery|Charge,%,85,90
Extensive reindustrialization - N2,FR,Efficiency|Storage|Battery|Charge,%,85,90
Reference - M0,FR,Efficiency|Storage|Battery|Charge,%,85,90
Reference - M1,FR,Efficiency|Storage|Battery|Charge,%,85,90
Reference - M23,FR,Efficiency|Storage|Battery|Charge,%,85,90
Reference - N1,FR,Efficiency|Storage|Battery|Charge,%,85,90
Reference - N2,FR,Efficiency|Storage|Battery|Charge,%,85,90
Reference - N03,FR,Efficiency|Storage|Battery|Charge,%,85,90
Sobriety - M0,FR,Efficiency|Storage|Battery|Charge,%,85,90
Sobriety - M1,FR,Efficiency|Storage|Battery|Charge,%,85,90
Sobriety - M23,FR,Efficiency|Storage|Battery|Charge,%,85,90
Sobriety - N03,FR,Efficiency|Storage|Battery|Charge,%,85,90
Sobriety - N1,FR,Efficiency|Storage|Battery|Charge,%,85,90
Sobriety - N2,FR,Efficiency|Storage|Battery|Charge,%,85,90
Extensive reindustrialization - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Extensive reindustrialization - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Extensive reindustrialization - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Extensive reindustrialization - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Extensive reindustrialization - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Extensive reindustrialization - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Reference - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Reference - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Reference - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Reference - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Reference - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Reference - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Sobriety - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Sobriety - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Sobriety - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Sobriety - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Sobriety - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Sobriety - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer,%,61,70
Extensive reindustrialization - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Extensive reindustrialization - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Extensive reindustrialization - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Extensive reindustrialization - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Extensive reindustrialization - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Extensive reindustrialization - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Reference - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Reference - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Reference - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Reference - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Reference - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Reference - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Sobriety - M0,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Sobriety - M1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Sobriety - M23,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Sobriety - N03,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Sobriety - N1,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Sobriety - N2,FR,Efficiency|Electricity|Hydrogen|Electrolyzer|Imported,%,61,70
Extensive reindustrialization - M0,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.9,1.9
Extensive reindustrialization - M1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.9,1.9
Extensive reindustrialization - M23,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.9,1.9
Extensive reindustrialization - N03,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.8,1.8
Extensive reindustrialization - N1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.9,1.9
Extensive reindustrialization - N2,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.8,1.8
Reference - M0,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.9,1.9
Reference - M1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.9,1.9
Reference - M23,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.9,1.9
Reference - N1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.9,1.9
Reference - N2,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.8,1.8
Reference - N03,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.8,1.8
Sobriety - M0,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.3,1.3
Sobriety - M1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.3,1.3
Sobriety - M23,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.2,1.2
Sobriety - N03,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.2,1.2
Sobriety - N1,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.2,1.2
Sobriety - N2,FR,Production|Electricity|Storage|Vehicle to grid,TWh/year,1.2,1.2
Extensive reindustrialization - M0,FR,Production|Electricity|Storage|Battery,TWh/year,28.8,28.8
Extensive reindustrialization - M1,FR,Production|Electricity|Storage|Battery,TWh/year,30.4,30.4
Extensive reindustrialization - M23,FR,Production|Electricity|Storage|Battery,TWh/year,14.3,14.3
Extensive reindustrialization - N03,FR,Production|Electricity|Storage|Battery,TWh/year,3.7,3.7
Extensive reindustrialization - N1,FR,Production|Electricity|Storage|Battery,TWh/year,13.5,13.5
Extensive reindustrialization - N2,FR,Production|Electricity|Storage|Battery,TWh/year,9.8,9.8
Reference - M0,FR,Production|Electricity|Storage|Battery,TWh/year,27.5,27.5
Reference - M1,FR,Production|Electricity|Storage|Battery,TWh/year,21.7,21.7
Reference - M23,FR,Production|Electricity|Storage|Battery,TWh/year,11.8,11.8
Reference - N1,FR,Production|Electricity|Storage|Battery,TWh/year,7.7,7.7
Reference - N2,FR,Production|Electricity|Storage|Battery,TWh/year,0.2,0.2
Reference - N03,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Sobriety - M0,FR,Production|Electricity|Storage|Battery,TWh/year,22.7,22.7
Sobriety - M1,FR,Production|Electricity|Storage|Battery,TWh/year,15,15
Sobriety - M23,FR,Production|Electricity|Storage|Battery,TWh/year,9.3,9.3
Sobriety - N03,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Sobriety - N1,FR,Production|Electricity|Storage|Battery,TWh/year,1.5,1.5
Sobriety - N2,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Extensive reindustrialization - M0,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Extensive reindustrialization - M1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Extensive reindustrialization - M23,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Extensive reindustrialization - N03,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Extensive reindustrialization - N1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Extensive reindustrialization - N2,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Reference - M0,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Reference - M1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Reference - M23,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Reference - N1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Reference - N2,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Reference - N03,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Sobriety - M0,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Sobriety - M1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Sobriety - M23,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Sobriety - N03,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Sobriety - N1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Sobriety - N2,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Extensive reindustrialization - M0,FR,placeholder,placeholder,1,1
Extensive reindustrialization - M1,FR,placeholder,placeholder,1,1
Extensive reindustrialization - M23,FR,placeholder,placeholder,1,1
Extensive reindustrialization - N03,FR,placeholder,placeholder,1,1
Extensive reindustrialization - N1,FR,placeholder,placeholder,1,1
Extensive reindustrialization - N2,FR,placeholder,placeholder,1,1
Reference - M0,FR,placeholder,placeholder,1,1
Reference - M1,FR,placeholder,placeholder,1,1
Reference - M23,FR,placeholder,placeholder,1,1
Reference - N1,FR,placeholder,placeholder,1,1
Reference - N2,FR,placeholder,placeholder,1,1
Reference - N03,FR,placeholder,placeholder,1,1
Sobriety - M0,FR,placeholder,placeholder,1,1
Sobriety - M1,FR,placeholder,placeholder,1,1
Sobriety - M23,FR,placeholder,placeholder,1,1
Sobriety - N03,FR,placeholder,placeholder,1,1
Sobriety - N1,FR,placeholder,placeholder,1,1
Sobriety - N2,FR,placeholder,placeholder,1,1
Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0.9,0.9
Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Co-produced|Oil refining,TWh/year,1.9,1.9
Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Co-produced|Chemicals,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Co-produced|Ammonia,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Electrolysis,TWh/year,4.9,4.9
Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Steam methane reforming,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Oil refining,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Chemicals,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Ammonia,TWh/year,0.5,0.5
Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Electrolysis,TWh/year,1,1
Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Steam methane reforming,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Oil refining,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Chemicals,TWh/year,0.6,0.6
Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Ammonia,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Electrolysis,TWh/year,5,5
Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Steam methane reforming,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Co-produced|Oil refining,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Co-produced|Chemicals,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Co-produced|Ammonia,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Electrolysis,TWh/year,0.3,0.3
Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Steam methane reforming,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Co-produced|Oil refining,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Co-produced|Chemicals,TWh/year,0,0
Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Co-produced|Ammonia,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0.9,0.9
Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Co-produced|Oil refining,TWh/year,1.9,1.9
Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Co-produced|Chemicals,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Co-produced|Ammonia,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Electrolysis,TWh/year,4.9,4.9
Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Steam methane reforming,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Oil refining,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Chemicals,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Ammonia,TWh/year,0.5,0.5
Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Electrolysis,TWh/year,1,1
Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Steam methane reforming,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Oil refining,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Chemicals,TWh/year,0.6,0.6
Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Ammonia,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Electrolysis,TWh/year,5,5
Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Steam methane reforming,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Co-produced|Oil refining,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Co-produced|Chemicals,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Co-produced|Ammonia,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Electrolysis,TWh/year,0.3,0.3
