scenario;region;variables;unit;2019;2050;;scenario,region,variables,unit,2019,2050
Sobriety - M0;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Sobriety - M0,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Sobriety - M1;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Sobriety - M1,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Sobriety - M23;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Sobriety - M23,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Sobriety - N03;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Sobriety - N03,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Sobriety - N1;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Sobriety - N1,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Sobriety - N2;FR;Production|Electricity|Storage|Battery;TWh/year;0;0;;Sobriety - N2,FR,Production|Electricity|Storage|Battery,TWh/year,0,0
Extensive reindustrialization - M0;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Extensive reindustrialization - M0,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Extensive reindustrialization - M1;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Extensive reindustrialization - M1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Extensive reindustrialization - M23;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Extensive reindustrialization - M23,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Extensive reindustrialization - N03;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Extensive reindustrialization - N03,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Extensive reindustrialization - N1;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Extensive reindustrialization - N1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Extensive reindustrialization - N2;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Extensive reindustrialization - N2,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Reference - M0;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Reference - M0,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Reference - M1;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Reference - M1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Reference - M23;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Reference - M23,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Reference - N1;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Reference - N1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Reference - N2;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Reference - N2,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Reference - N03;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Reference - N03,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Sobriety - M0;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Sobriety - M0,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Sobriety - M1;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Sobriety - M1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Sobriety - M23;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Sobriety - M23,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Sobriety - N03;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Sobriety - N03,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Sobriety - N1;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Sobriety - N1,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Sobriety - N2;FR;Efficiency|Storage|Hydro|Pumped storage;%;70;80;;Sobriety - N2,FR,Efficiency|Storage|Hydro|Pumped storage,%,70,80
Extensive reindustrialization - M0;FR;placeholder;placeholder;1;1;;Extensive reindustrialization - M0,FR,placeholder,placeholder,1,1
Extensive reindustrialization - M1;FR;placeholder;placeholder;1;1;;Extensive reindustrialization - M1,FR,placeholder,placeholder,1,1
Extensive reindustrialization - M23;FR;placeholder;placeholder;1;1;;Extensive reindustrialization - M23,FR,placeholder,placeholder,1,1
Extensive reindustrialization - N03;FR;placeholder;placeholder;1;1;;Extensive reindustrialization - N03,FR,placeholder,placeholder,1,1
Extensive reindustrialization - N1;FR;placeholder;placeholder;1;1;;Extensive reindustrialization - N1,FR,placeholder,placeholder,1,1
Extensive reindustrialization - N2;FR;placeholder;placeholder;1;1;;Extensive reindustrialization - N2,FR,placeholder,placeholder,1,1
Reference - M0;FR;placeholder;placeholder;1;1;;Reference - M0,FR,placeholder,placeholder,1,1
Reference - M1;FR;placeholder;placeholder;1;1;;Reference - M1,FR,placeholder,placeholder,1,1
Reference - M23;FR;placeholder;placeholder;1;1;;Reference - M23,FR,placeholder,placeholder,1,1
Reference - N1;FR;placeholder;placeholder;1;1;;Reference - N1,FR,placeholder,placeholder,1,1
Reference - N2;FR;placeholder;placeholder;1;1;;Reference - N2,FR,placeholder,placeholder,1,1
Reference - N03;FR;placeholder;placeholder;1;1;;Reference - N03,FR,placeholder,placeholder,1,1
Sobriety - M0;FR;placeholder;placeholder;1;1;;Sobriety - M0,FR,placeholder,placeholder,1,1
Sobriety - M1;FR;placeholder;placeholder;1;1;;Sobriety - M1,FR,placeholder,placeholder,1,1
Sobriety - M23;FR;placeholder;placeholder;1;1;;Sobriety - M23,FR,placeholder,placeholder,1,1
Sobriety - N03;FR;placeholder;placeholder;1;1;;Sobriety - N03,FR,placeholder,placeholder,1,1
Sobriety - N1;FR;placeholder;placeholder;1;1;;Sobriety - N1,FR,placeholder,placeholder,1,1
Sobriety - N2;FR;placeholder;placeholder;1;1;;Sobriety - N2,FR,placeholder,placeholder,1,1
Extensive reindustrialization - N1;FR;Production|Hydrogen|Refineries|Electrolysis;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Refineries|Steam methane reforming;TWh/year;4.1;4.1;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,4.1,4.1
Extensive reindustrialization - N1;FR;Production|Hydrogen|Refineries|Co-produced|Coking;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Refineries|Co-produced|Oil refining;TWh/year;8.9;8.9;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Co-produced|Oil refining,TWh/year,8.9,8.9
Extensive reindustrialization - N1;FR;Production|Hydrogen|Refineries|Co-produced|Chlore;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Refineries|Co-produced|Chemicals;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Co-produced|Chemicals,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Refineries|Co-produced|Ammonia;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Refineries|Co-produced|Ammonia,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Ammonia|Electrolysis;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Electrolysis,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Ammonia|Steam methane reforming;TWh/year;7.2;7.2;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Steam methane reforming,TWh/year,7.2,7.2
Extensive reindustrialization - N1;FR;Production|Hydrogen|Ammonia|Co-produced|Coking;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Ammonia|Co-produced|Oil refining;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Oil refining,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Ammonia|Co-produced|Chlore;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Ammonia|Co-produced|Chemicals;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Chemicals,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Ammonia|Co-produced|Ammonia;TWh/year;0.7;0.7;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Ammonia,TWh/year,0.7,0.7
Extensive reindustrialization - N1;FR;Production|Hydrogen|Chemicals|Electrolysis;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Electrolysis,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Chemicals|Steam methane reforming;TWh/year;1;1;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Steam methane reforming,TWh/year,1,1
Extensive reindustrialization - N1;FR;Production|Hydrogen|Chemicals|Co-produced|Coking;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Chemicals|Co-produced|Oil refining;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Oil refining,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Chemicals|Co-produced|Chlore;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Chemicals|Co-produced|Chemicals;TWh/year;0.6;0.6;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Chemicals,TWh/year,0.6,0.6
Extensive reindustrialization - N1;FR;Production|Hydrogen|Chemicals|Co-produced|Ammonia;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Ammonia,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Steel|Electrolysis;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Electrolysis,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Steel|Steam methane reforming;TWh/year;1;1;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Steam methane reforming,TWh/year,1,1
Extensive reindustrialization - N1;FR;Production|Hydrogen|Steel|Co-produced|Coking;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Steel|Co-produced|Oil refining;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Co-produced|Oil refining,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Steel|Co-produced|Chlore;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Steel|Co-produced|Chemicals;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Co-produced|Chemicals,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Steel|Co-produced|Ammonia;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Steel|Co-produced|Ammonia,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Others|Electrolysis;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Electrolysis,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Others|Steam methane reforming;TWh/year;0.3;0.3;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Steam methane reforming,TWh/year,0.3,0.3
Extensive reindustrialization - N1;FR;Production|Hydrogen|Others|Co-produced|Coking;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Others|Co-produced|Oil refining;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Co-produced|Oil refining,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Others|Co-produced|Chlore;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Others|Co-produced|Chemicals;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Co-produced|Chemicals,TWh/year,0,0
Extensive reindustrialization - N1;FR;Production|Hydrogen|Others|Co-produced|Ammonia;TWh/year;0;0;;Extensive reindustrialization - N1,FR,Production|Hydrogen|Others|Co-produced|Ammonia,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Refineries|Electrolysis;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Refineries|Steam methane reforming;TWh/year;4.1;4.1;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,4.1,4.1
Extensive reindustrialization - N2;FR;Production|Hydrogen|Refineries|Co-produced|Coking;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Refineries|Co-produced|Oil refining;TWh/year;8.9;8.9;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Co-produced|Oil refining,TWh/year,8.9,8.9
Extensive reindustrialization - N2;FR;Production|Hydrogen|Refineries|Co-produced|Chlore;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Refineries|Co-produced|Chemicals;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Co-produced|Chemicals,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Refineries|Co-produced|Ammonia;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Refineries|Co-produced|Ammonia,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Ammonia|Electrolysis;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Electrolysis,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Ammonia|Steam methane reforming;TWh/year;7.2;7.2;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Steam methane reforming,TWh/year,7.2,7.2
Extensive reindustrialization - N2;FR;Production|Hydrogen|Ammonia|Co-produced|Coking;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Ammonia|Co-produced|Oil refining;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Oil refining,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Ammonia|Co-produced|Chlore;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Ammonia|Co-produced|Chemicals;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Chemicals,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Ammonia|Co-produced|Ammonia;TWh/year;0.7;0.7;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Ammonia,TWh/year,0.7,0.7
Extensive reindustrialization - N2;FR;Production|Hydrogen|Chemicals|Electrolysis;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Electrolysis,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Chemicals|Steam methane reforming;TWh/year;1;1;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Steam methane reforming,TWh/year,1,1
Extensive reindustrialization - N2;FR;Production|Hydrogen|Chemicals|Co-produced|Coking;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Chemicals|Co-produced|Oil refining;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Oil refining,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Chemicals|Co-produced|Chlore;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Chemicals|Co-produced|Chemicals;TWh/year;0.6;0.6;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Chemicals,TWh/year,0.6,0.6
Extensive reindustrialization - N2;FR;Production|Hydrogen|Chemicals|Co-produced|Ammonia;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Ammonia,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Steel|Electrolysis;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Electrolysis,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Steel|Steam methane reforming;TWh/year;1;1;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Steam methane reforming,TWh/year,1,1
Extensive reindustrialization - N2;FR;Production|Hydrogen|Steel|Co-produced|Coking;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Steel|Co-produced|Oil refining;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Co-produced|Oil refining,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Steel|Co-produced|Chlore;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Steel|Co-produced|Chemicals;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Co-produced|Chemicals,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Steel|Co-produced|Ammonia;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Steel|Co-produced|Ammonia,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Others|Electrolysis;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Electrolysis,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Others|Steam methane reforming;TWh/year;0.3;0.3;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Steam methane reforming,TWh/year,0.3,0.3
Extensive reindustrialization - N2;FR;Production|Hydrogen|Others|Co-produced|Coking;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Others|Co-produced|Oil refining;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Co-produced|Oil refining,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Others|Co-produced|Chlore;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Others|Co-produced|Chemicals;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Co-produced|Chemicals,TWh/year,0,0
Extensive reindustrialization - N2;FR;Production|Hydrogen|Others|Co-produced|Ammonia;TWh/year;0;0;;Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Co-produced|Ammonia,TWh/year,0,0
Reference - M0;FR;Production|Hydrogen|Refineries|Electrolysis;TWh/year;0;0;;Reference - M0,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0,0
Reference - M0;FR;Production|Hydrogen|Refineries|Steam methane reforming;TWh/year;4.1;4.1;;Reference - M0,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,4.1,4.1
Reference - M0;FR;Production|Hydrogen|Refineries|Co-produced|Coking;TWh/year;0;0;;Reference - M0,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0
